M_max_Msun,R_max_km,sigma_crit_star
2.2420166630240645,12.43387663477284,134.02293011004096
2.519871690894306,13.820964368480706,134.0779554234068
2.32249074328921,12.731150246077677,134.1779022133597
2.041460677681848,11.284956112836339,134.1991783161053
2.138567383730754,11.465194014884991,134.21225262045363
2.1473955533184483,11.766108512640587,134.23066745022467
2.2051860827634733,11.845165752343393,134.7453580393118
2.043914368655497,10.911627189739393,135.03912512707967
2.274830683844412,12.245070755784315,135.10125784266017
2.1710953889939777,12.01508721086737,135.13453812778678
2.504202624363365,13.56957810739163,135.2463805201039
2.3475724288513224,12.666026610785497,135.29418844097432
2.423936295973405,13.104203065025308,135.33803269435765
2.276676216607814,12.618517637551621,135.3700461436568
2.36012278261258,12.931527801749397,135.41585964883498
2.1809114486355097,11.944730354705559,135.63571674861583
2.07236889189548,11.451970778372752,135.6563631261411
